id_hecho,order_id,id_fecha,id_producto,id_estado,id_canal,id_tipo_venta,qty,amount
45,403-3496411-3082707,1,4490,3,1,2,1,429.0
46,171-9208368-0157156,1,3934,2,1,2,1,399.0
47,408-2137113-0982751,1,1697,3,1,1,1,848.0
48,402-3628566-9688333,1,609,3,1,1,1,654.0
49,408-7138000-9728362,1,8350,3,1,4,1,1033.0
50,402-7944191-1869101,1,2306,3,1,2,1,493.0
51,407-4063876-9566742,1,6458,3,1,1,1,721.0
52,403-0752752-4656334,1,8584,3,1,1,1,597.0
53,406-8879861-2081117,1,3933,3,1,2,1,399.0
54,406-8089333-7941903,1,8330,3,1,1,1,888.0
55,171-3072652-6805159,1,3349,3,1,2,1,353.0
56,171-2592464-6846743,1,6964,2,1,1,1,599.0
57,404-2262140-4696366,1,4857,3,1,2,1,295.0
58,405-3594372-1614709,1,8742,3,1,1,1,852.0
59,407-2974257-4781134,1,8226,3,1,1,1,824.0
60,171-4137548-0481151,1,3804,1,1,3,0,0.0
61,405-4461562-9113959,1,8648,3,1,1,1,909.0
62,405-8387725-2971512,1,8044,3,1,1,1,545.0
63,405-6480932-8759528,1,2709,3,1,4,1,1146.0
64,408-7029737-8028367,1,5573,3,1,2,1,432.0
65,407-2189901-7515567,1,8950,2,1,1,1,631.0
66,402-2105657-2899562,1,5741,3,1,2,1,316.0
67,406-1326801-8886709,1,4285,2,1,2,1,362.0
68,408-7760667-5809130,1,5593,3,1,2,1,329.0
69,405-8457623-9269955,1,3938,3,1,2,1,399.0
70,408-6820155-3521913,1,8418,3,1,1,1,751.0
71,403-6190683-2687538,1,6417,3,1,1,1,791.0
72,408-4069830-3819562,1,8383,3,1,1,1,684.0
73,408-4069830-3819562,1,8996,3,1,4,1,1281.0
74,408-4069830-3819562,1,9017,3,1,4,1,1186.0
75,171-7367545-7081126,1,6751,3,1,2,1,499.0
76,404-6522553-9345930,1,8907,1,1,4,0,1105.36
77,403-9950518-0349133,1,4489,1,1,3,0,0.0
78,407-6599093-6553153,1,397,2,1,2,1,377.0
79,403-3763475-2237125,1,2536,3,1,1,1,744.0
80,405-1492294-0323520,1,2523,3,1,1,1,744.0
81,403-1162895-2484367,1,2269,2,1,1,1,859.0
82,171-6833843-5473114,1,4739,3,1,2,1,487.0
83,403-1477057-8253913,1,2470,3,1,1,1,825.0
84,408-2114413-6089906,1,8963,3,1,1,1,680.0
85,405-1879750-2639521,1,6098,2,1,1,1,725.0
86,406-5727754-5302723,1,7555,3,1,1,1,696.0
87,405-0901744-8270705,1,6813,3,1,2,1,499.0
88,405-9112089-3379536,1,3933,1,1,3,0,0.0
89,408-6357132-2310703,1,608,3,1,1,1,696.0
90,406-5334922-9670748,1,5578,3,1,2,1,406.0
91,402-8519791-3706738,1,8740,3,1,1,1,852.0
92,408-1830318-0357940,1,3938,3,1,2,1,399.0
93,406-5103760-7326749,1,3865,3,1,2,1,432.0
94,402-7841951-1872363,1,8740,1,1,3,0,0.0
95,408-7698765-2294756,1,8319,2,1,4,1,1338.0
96,404-1856281-9996319,1,2252,2,1,2,1,472.0
97,406-5406738-7113145,1,8253,3,1,1,1,788.0
98,405-5257740-5301158,1,7688,2,1,1,1,832.0
99,405-5257740-5301158,1,4113,2,1,2,1,399.0
100,405-2072502-4089911,1,8401,3,1,1,1,599.0
101,405-0882561-5952340,1,8406,3,1,1,1,692.0
102,405-8114272-1687512,1,8253,3,1,1,1,788.0
103,171-6138639-1478731,1,3683,3,1,2,1,318.0
104,405-4059216-4541150,1,8633,3,1,1,1,597.0
105,405-1152015-7333945,1,8234,3,1,1,1,888.0
106,406-0177436-6731556,1,5574,3,1,2,1,406.0
107,403-0104882-7373900,1,6419,1,1,1,1,791.0
108,403-0104882-7373900,1,2481,1,1,1,1,807.0
109,403-0104882-7373900,1,2483,1,1,1,1,807.0
110,407-8466904-3461908,1,5215,3,1,2,1,387.0
111,171-3305587-5364338,1,3602,3,1,2,1,348.0
112,406-8961316-8137943,1,8582,2,1,1,1,597.0
113,406-8961316-8137943,1,8638,2,1,1,1,549.0
114,171-2813040-8296320,1,8586,3,1,1,1,635.0
115,408-9845791-1393151,1,8584,3,1,1,1,597.0
116,402-4277204-2348328,1,8337,3,1,1,1,790.0
117,171-3049339-2085136,1,4999,3,1,2,1,375.0
118,405-9928526-2470747,1,8465,3,1,4,1,1115.0
119,405-4908072-0260360,1,6932,2,1,1,1,579.0
120,406-3984186-5973150,1,7578,3,1,1,1,788.0
121,171-8635309-7508346,1,8581,3,1,1,1,597.0
122,171-0293372-4913973,1,8266,1,1,3,0,0.0
123,402-8288606-4313118,1,6044,3,1,1,1,517.0
124,402-8746990-6412346,1,3651,3,1,2,1,442.0
125,403-5222550-4437140,1,3601,3,1,2,1,348.0
126,408-1482435-5202714,1,7574,2,1,1,1,788.0
127,403-6442534-2769112,1,2305,1,1,3,0,0.0
128,408-3113070-0750756,1,8581,3,1,1,1,597.0
129,404-7796841-1880317,1,6143,3,1,1,1,696.0
130,405-2142542-0941949,1,4246,3,1,2,1,363.0
131,405-0286717-7761132,1,4049,3,1,2,1,299.0
132,406-9021273-9221106,1,5527,3,1,1,1,690.0
133,404-5381335-4577925,1,1211,3,1,1,1,574.0
134,171-0131752-2560336,1,8788,2,1,4,1,1399.0
135,407-4235449-1353916,1,652,2,1,1,1,999.0
136,171-8061614-5688327,1,2074,3,1,1,1,999.0
137,407-8248783-4261958,1,4741,3,1,2,1,487.0
138,404-6513062-3876305,1,3805,2,1,2,1,376.0
139,406-7779874-9136347,1,9018,3,1,4,1,1115.0
140,406-9638549-1733961,1,7099,3,1,1,1,517.0
141,407-8801185-0134713,1,8831,3,1,4,1,1126.0
142,171-3625443-6505905,1,6064,3,1,1,1,725.0
143,402-8078642-8565124,1,6536,1,1,3,0,0.0
144,402-2820441-9623566,1,6468,3,1,1,1,721.0
145,171-4312987-5366767,1,8728,3,1,1,1,666.0
146,403-5189998-9343503,1,7003,3,1,2,1,496.0
147,407-9863928-5979501,1,3347,2,1,2,1,353.0
148,171-4644162-9093116,1,4954,2,1,2,1,399.0
149,402-0048138-1845122,1,9024,3,1,4,1,1115.0
150,407-6283946-7749133,1,630,3,1,1,1,845.0
151,407-0542879-1795554,1,3935,2,1,2,1,399.0
152,407-3742007-3242711,1,4096,3,1,1,1,517.0
153,407-3742007-3242711,1,4270,3,1,1,1,517.0
154,405-3067317-3360344,1,2653,3,1,1,1,599.0
155,406-5648244-8317954,1,2548,3,1,2,1,487.0
156,171-3460653-0171519,1,1247,3,1,2,1,487.0
157,405-2660443-4165145,1,3934,2,1,2,1,399.0
158,402-3329522-2367566,1,3337,3,1,2,1,295.0
159,406-3078054-1755513,1,6764,3,1,2,1,484.0
160,171-4647176-6456305,1,8729,3,1,1,1,626.0
161,408-5011528-8276347,1,8399,3,1,1,1,563.0
162,407-4097885-3129958,1,5212,2,1,2,1,387.0
163,171-1224053-5752314,1,2542,1,1,2,0,463.81
164,406-2849582-6531553,1,2471,3,1,1,1,512.0
165,407-5875767-6399551,1,1947,3,1,4,1,1112.0
166,171-6336729-6763536,1,8725,1,1,1,1,626.0
167,404-3907920-5281963,1,3273,3,1,2,1,376.0
168,408-7310428-6047538,1,2265,3,1,1,1,859.0
169,403-2608092-6065935,1,8580,3,1,1,1,597.0
170,404-9760385-9109154,1,3795,3,1,2,1,329.0
171,405-0732969-3941948,1,1433,2,1,1,1,583.0
172,402-2720308-2560327,1,2355,3,1,1,1,665.0
173,402-0589123-6183541,1,7080,3,1,1,1,582.0
174,408-3874942-9917143,1,8825,3,1,4,1,1126.0
175,407-1672316-3245939,1,4166,3,1,2,1,319.0
176,405-1832646-7988329,1,5989,3,1,2,1,368.0
177,408-9692204-9817146,1,8581,1,1,1,1,597.0
178,402-9339129-6219537,1,613,1,1,1,1,654.0
179,405-3036350-8089120,1,2376,3,1,1,1,795.0
180,404-6680046-0839536,1,2521,2,1,1,1,744.0
181,406-2966654-4672325,1,7171,3,1,1,1,692.0
182,403-4845285-4565113,1,2514,3,1,1,1,563.0
183,171-4496851-5319548,1,5402,3,1,1,1,545.0
184,408-3416118-1167564,1,2668,3,1,1,1,999.0
185,406-1590113-9193914,1,609,3,1,1,1,654.0
186,404-0363929-8015528,1,1774,3,1,1,1,588.0
187,407-7173744-5333154,1,4191,2,1,2,1,497.0
188,405-6880044-2861120,1,6056,3,1,1,1,517.0
189,403-4337144-0984323,1,2514,1,1,3,0,0.0
190,171-1851948-5476361,1,9019,3,1,4,1,1115.0
191,171-5810429-4493110,1,7107,3,1,1,1,582.0
192,171-1068229-1581965,1,7135,3,1,2,1,449.0
193,402-2105140-3584364,1,4995,3,1,2,1,375.0
194,403-3561336-3563535,1,8392,3,1,1,1,771.0
195,402-9532672-5385917,1,3933,3,1,2,1,399.0
196,408-4547464-4180323,1,4797,2,1,2,1,0.0
197,402-2211107-5096323,1,614,3,1,1,1,654.0
198,403-5456917-5571511,1,6417,1,1,3,0,0.0
199,171-4350114-4299568,1,5265,2,1,2,1,399.0
200,402-6750101-3923558,1,8631,3,1,1,1,597.0
201,403-5725327-6264327,1,2307,3,1,2,1,463.0
202,403-5209693-1173944,1,6762,3,1,2,1,484.0
203,403-8255889-7526765,1,2600,3,1,1,1,635.0
204,407-4737202-9096304,1,6072,2,1,1,1,725.0
205,171-2842936-5423534,1,5425,3,1,2,1,487.0
206,407-4936046-5852304,1,8792,1,1,4,0,1249.11
207,407-4936046-5852304,1,8536,1,1,4,0,1058.93
208,402-9580874-3525948,1,8895,3,1,1,1,696.0
209,404-7426070-1355530,1,3793,3,1,2,1,329.0
210,406-4878137-1126707,1,4270,3,1,1,1,517.0
211,171-3505516-3505949,1,7584,3,1,1,1,591.0
212,406-6199849-7523514,1,5958,3,1,2,1,406.0
213,406-6180074-2350757,1,7667,3,1,1,1,684.0
214,406-6180074-2350757,1,9014,3,1,4,1,1115.0
215,406-2403215-8361103,1,8433,2,1,1,1,999.0
216,404-6578109-5618751,1,3828,2,1,2,1,295.0
217,407-2307966-4961113,1,3649,3,1,2,1,442.0
218,404-5539778-0029904,1,8398,3,1,1,1,563.0
219,171-6222676-0740318,1,3894,3,1,2,1,435.0
220,403-2166075-2254703,1,8399,3,1,1,1,563.0
221,404-0634392-1837110,1,1774,1,1,3,0,0.0
222,408-2759943-9849959,1,8841,3,1,4,1,1338.0
223,403-5977671-8855508,1,8465,4,1,4,1,1115.0
224,408-9321153-0591557,1,3936,3,1,2,1,399.0
225,404-0696150-3898703,1,2572,2,1,2,1,499.0
226,406-7586136-6520337,1,2794,2,1,1,1,791.0
227,407-6146457-8788352,1,6065,3,1,1,1,725.0
228,404-7452877-2137949,1,6100,1,1,3,0,0.0
229,402-2703790-2816329,1,2204,1,1,4,0,1278.57
230,407-1515930-8661921,1,8569,3,1,4,1,1099.0
231,405-9144614-1601126,1,6864,2,1,1,1,533.0
232,402-7042386-5486768,1,4244,3,1,2,1,363.0
233,403-7652993-1507525,1,8927,3,1,1,1,631.0
234,407-3847456-6656309,1,607,3,1,4,1,1115.0
235,407-3847456-6656309,1,8723,3,1,1,1,968.0
236,171-7623384-8040337,1,4273,3,1,2,1,486.0
237,171-7623384-8040337,1,8585,3,1,1,1,597.0
238,171-4607096-6413920,1,7767,2,1,1,1,563.0
239,404-6783988-2006729,1,8580,3,1,1,1,597.0
240,404-6975277-1927553,1,5456,2,1,2,1,458.0
241,402-5586272-3646748,1,645,3,1,4,1,1065.0
242,171-6655820-6440356,1,648,3,1,4,2,2130.0
243,171-1584788-8864335,1,683,2,1,4,1,1099.0
244,402-0150402-0900371,1,1830,3,1,1,1,721.0
245,408-6791822-5493964,1,8720,3,1,1,1,968.0
246,405-0483874-0889137,1,6938,3,1,1,1,563.0
247,407-5600921-2143569,1,8463,1,1,1,0,995.54
248,404-1607808-0769930,1,8235,1,1,3,0,0.0
249,407-4766116-5412325,1,3936,3,1,2,1,399.0
250,402-6885004-6990731,1,8725,3,1,1,1,626.0
251,402-2207276-9869933,1,672,3,1,4,1,1140.0
252,407-9494293-9423561,1,4269,3,1,2,1,486.0
253,171-6867266-8495534,1,8889,3,1,1,1,597.0
254,408-3475592-6193128,1,4787,3,1,2,1,399.0
255,171-1987024-2709164,1,838,3,1,1,1,660.0
256,406-1522425-5387565,1,4948,3,1,2,1,459.0
257,171-3270734-5045130,1,8938,3,1,1,1,631.0
258,408-4101226-7217932,1,6100,2,1,2,1,459.0
259,171-5719664-5449151,1,8889,1,1,1,1,597.0
260,403-9400764-4029123,1,8740,3,1,1,1,852.0
261,406-8413944-2634744,1,3347,3,1,2,1,353.0
262,406-8271099-5133911,1,5103,3,1,2,1,345.0
263,406-8271099-5133911,1,5593,3,1,2,1,329.0
264,405-3441326-1516368,1,1248,3,1,1,1,518.0
265,408-8009772-6580317,1,5216,3,1,2,1,387.0
266,402-2860689-5652319,1,2506,3,1,1,1,744.0
267,406-6386989-1689108,1,8457,2,1,1,1,888.0
268,408-9720884-9553122,1,3887,3,1,2,1,487.0
269,408-6428766-2839536,1,3594,2,1,2,1,487.0
270,408-8641795-6914711,1,2517,3,1,1,1,563.0
271,402-9475978-1434754,1,2480,3,1,1,1,859.0
272,407-5776821-9327552,1,643,3,1,4,1,1133.0
273,171-6845071-0336346,1,8257,3,1,1,1,788.0
274,404-7491342-1035558,1,2170,3,1,4,1,1463.0
275,171-6783343-9758701,1,3933,3,1,2,1,399.0
276,402-0043314-1059527,1,2507,1,1,1,1,744.0
277,406-6586654-6641140,1,4771,2,1,2,1,487.0
278,405-6120626-0941135,1,7747,3,1,1,1,657.0
279,408-9255314-3102740,1,7597,3,1,4,1,1133.0
280,408-3436456-9893130,1,4789,3,1,2,1,399.0
281,408-3870331-6287517,1,4792,3,1,2,1,399.0
282,408-3870331-6287517,1,3933,3,1,2,1,399.0
283,407-2882576-2777135,1,665,2,1,4,1,1233.0
284,403-2256919-4846738,1,6518,2,1,1,1,825.0
285,406-7792526-4685142,1,8403,3,1,1,1,563.0
286,406-7680255-6117120,1,4964,3,1,2,1,399.0
287,402-4646784-8411501,1,3779,2,1,2,1,471.0
288,405-2788163-4515521,1,4540,2,1,2,1,342.0
289,405-1757140-2025918,1,5714,3,1,2,1,432.0
290,403-9105351-8453114,1,3933,3,1,2,1,399.0
291,402-0503400-6235514,1,8407,3,1,1,1,736.0
292,408-3201739-2676310,1,8955,3,1,4,1,1260.0
293,171-8027093-8553945,1,3933,3,1,2,1,399.0
294,403-3331597-7637100,1,647,3,1,4,1,1133.0
295,403-4424319-6635501,1,7838,3,1,1,1,759.0
296,403-0906375-2269150,1,6910,1,1,2,1,475.0
297,406-7261451-5682727,1,2524,3,1,1,1,744.0
298,407-5096970-7475550,1,657,1,1,4,0,1902.86
299,402-6566640-5417947,1,6086,3,1,1,1,771.0
300,402-5302912-6805151,1,6072,2,1,1,1,725.0
301,407-9707366-3029944,1,4191,1,1,2,0,473.33
302,402-1365379-0131533,1,672,1,1,3,0,0.0
303,408-5540360-9479519,1,7755,2,1,1,1,759.0
304,403-2079921-1244300,1,6910,1,1,2,1,475.0
305,402-8019936-6115500,1,613,1,1,1,1,654.0
306,406-6711228-7576354,1,2525,1,1,1,1,791.0
307,171-1425554-3718756,1,2526,3,1,1,1,744.0
308,407-9906412-0889129,1,3805,3,1,2,1,376.0
309,408-8991303-6559523,1,3936,3,1,2,1,399.0
310,408-6046797-8945127,1,8401,3,1,1,1,599.0
311,171-2134173-5385136,1,2456,3,1,1,1,782.0
312,171-2134173-5385136,1,5777,3,1,2,1,362.0
313,402-2155477-9353103,1,8869,3,1,4,1,1173.0
314,407-8580022-5578715,1,2521,2,1,1,1,744.0
315,402-1572540-8678700,1,6065,3,1,1,1,725.0
316,171-1887627-9813158,1,3803,3,1,2,1,376.0
317,408-7712483-3825907,1,6120,2,1,2,1,459.0
318,402-3621298-2630741,1,613,1,1,1,1,654.0
319,404-8745561-3169903,1,4603,3,1,2,1,379.0
320,404-1508602-9433941,1,611,3,1,1,1,696.0
321,171-9371949-6030721,1,8581,3,1,1,1,597.0
322,171-2705563-6985105,1,8406,3,1,1,1,692.0
323,171-3537751-4007556,1,9143,3,1,4,1,1999.0
324,408-5990312-3581165,1,8230,3,1,1,1,824.0
325,403-6062596-1220349,1,4788,3,1,2,1,399.0
326,171-8220241-5105927,1,2442,3,1,1,1,737.0
327,408-9405529-3743511,1,4795,3,1,2,1,399.0
328,402-3595365-1666728,1,8696,1,1,1,1,899.0
329,407-3271219-3762757,1,4637,3,1,2,1,368.0
330,402-3660716-8589107,1,3779,2,1,2,1,471.0
331,171-3953233-6135505,1,3933,3,1,2,1,399.0
332,406-9941718-1734719,1,5809,2,1,1,1,544.0
333,171-1297873-2176339,1,6741,3,1,2,1,499.0
334,407-6401192-4057954,1,1114,3,1,2,1,426.0
335,406-3397500-8084361,1,4787,3,1,2,1,399.0
336,171-9620288-8918704,1,7998,1,1,3,0,0.0
337,402-8089760-1132331,1,8926,3,1,1,1,995.0
338,403-7042175-3905937,1,6790,3,1,2,1,499.0
339,403-7042175-3905937,1,6802,3,1,2,1,499.0
340,407-4629176-4141949,1,8581,3,1,1,1,597.0
341,171-7306449-0588335,1,6929,3,1,1,1,562.0
342,407-0624641-6557144,1,8253,3,1,1,1,788.0
343,405-8444009-8723509,1,4785,3,1,2,1,399.0
344,406-5729580-2175565,1,8820,3,1,4,1,1099.0
345,404-2255967-5457950,1,1785,3,1,2,1,476.0
346,408-5020509-5674715,1,6072,4,1,2,1,0.0
347,407-7642883-3094732,1,2807,2,1,1,1,885.0
348,404-7608918-0571517,1,612,3,1,1,1,654.0
349,171-6589781-2209965,1,2358,3,1,1,1,625.0
350,405-9442254-2207515,1,7188,2,1,1,1,505.0
351,404-6026001-1717923,1,5772,1,1,2,0,344.76
352,404-4026534-0431517,1,7948,1,1,3,0,0.0
353,406-4970885-3273941,1,6081,2,1,1,1,666.0
354,406-2942566-8263534,1,3935,2,1,2,1,399.0
355,406-7501816-7391539,1,3655,2,1,2,1,432.0
356,408-3137526-3167563,1,3933,3,1,2,1,0.0
357,408-5211576-2061139,1,8800,3,1,4,1,1099.0
358,406-9632792-8869139,1,3350,3,1,2,1,353.0
359,408-7971979-8745937,1,2811,2,1,2,1,0.0
360,405-5166820-2566738,1,8399,3,1,1,1,563.0
361,405-8932002-4271522,1,7578,3,1,1,1,788.0
362,404-1855398-2642751,1,609,3,1,1,1,654.0
363,408-0912805-7526753,1,8850,3,1,2,1,0.0
364,402-2403704-9667560,1,3939,3,1,2,1,399.0
365,405-2569549-3466719,1,608,3,1,1,1,696.0
366,405-2822825-3877133,1,1950,3,1,4,1,1112.0
367,171-5222377-4501935,1,4274,3,1,1,1,517.0
368,171-2644368-7969167,1,8233,3,1,1,1,888.0
369,171-2644368-7969167,1,2170,3,1,4,1,1463.0
370,171-2644368-7969167,1,3939,3,1,2,1,399.0
371,171-2644368-7969167,1,3640,3,1,2,1,442.0
372,171-2644368-7969167,1,8525,3,1,4,1,1149.0
373,171-2644368-7969167,1,630,3,1,1,1,845.0
374,171-1758807-7455529,1,8255,3,1,1,1,788.0
375,404-5848202-7366725,1,6090,1,1,1,0,734.29
376,408-8224264-0017161,1,8255,3,1,1,1,788.0
377,408-6529937-6381928,1,609,3,1,1,1,654.0
378,402-9221687-4573915,1,8729,3,1,1,1,626.0
379,408-3337319-8990747,1,6880,3,1,2,1,475.0
380,407-1256885-2004349,1,6876,3,1,1,1,549.0
381,171-5542306-9306709,1,2358,1,1,3,0,0.0
382,406-3702147-1800341,1,6068,2,1,1,1,725.0
383,404-5867260-9073129,1,4498,1,1,2,0,437.14
384,404-0532727-2082745,1,1922,3,1,4,1,1499.0
385,403-8966287-7773106,1,4243,3,1,2,1,363.0
386,408-1512444-4965152,1,4998,3,1,2,1,399.0
387,408-8501185-0578768,1,8230,1,1,1,1,824.0
388,402-0251823-0845133,1,4448,2,1,2,1,353.0
389,408-5190897-8781155,1,5425,3,1,2,1,487.0
390,403-3109934-4911514,1,8889,3,1,1,1,597.0
391,407-0718034-7893108,1,613,3,1,1,1,654.0
392,404-0752237-5721965,1,8585,3,1,1,1,597.0
393,403-6818986-3510737,1,4243,1,1,2,1,363.0
394,403-4673019-6572340,1,3778,3,1,2,1,471.0
395,404-3622512-3887551,1,2521,3,1,1,1,744.0
396,406-6906315-9570765,1,4794,3,1,2,1,399.0
397,407-3562449-1962729,1,1098,2,1,1,1,568.0
398,408-2593644-6317933,1,8547,3,1,1,1,835.0
399,407-7607527-1189964,1,1098,5,1,1,1,568.0
400,405-7398388-2654744,1,2833,3,1,1,1,899.0
401,405-5066690-4132337,1,5577,3,1,2,1,406.0
402,408-6466311-6949931,1,7391,3,1,2,1,0.0
403,171-4643830-2345965,1,9072,1,1,1,0,570.48
404,404-1051549-5381167,1,3934,2,1,2,1,399.0
405,406-7625210-8793109,1,2110,3,1,1,1,789.0
406,406-8665288-2025908,1,7318,3,1,1,1,620.0
407,408-6732772-4525113,1,661,2,1,2,1,0.0
408,405-9930530-1209919,1,6183,3,1,2,1,499.0
409,407-0288006-5535531,1,2478,3,1,1,1,807.0
410,403-6363820-3080315,1,8655,3,1,1,1,666.0
411,408-7937211-8974712,1,8580,3,1,2,1,0.0
412,407-4283259-6933941,1,4306,3,1,2,1,329.0
413,407-3630361-4581152,1,5005,1,1,3,0,0.0
414,408-6348199-2089932,1,2192,3,1,2,1,0.0
415,406-0673842-3693910,1,4785,3,1,2,1,399.0
416,405-0722232-7258752,1,5999,3,1,2,1,487.0
417,408-0224364-7467540,1,8354,3,1,4,1,1033.0
418,408-2445040-0957913,1,5429,3,1,1,1,625.0
419,407-5524319-6977912,1,5632,1,1,3,0,0.0
420,407-7757868-6086759,1,9019,3,1,4,1,1115.0
421,171-5065107-7793119,1,5099,3,1,1,1,511.0
422,403-0216195-8439543,1,8401,3,1,1,1,599.0
423,402-9874837-4557125,1,5345,3,1,1,1,545.0
424,408-6417023-0253911,1,7766,3,1,1,1,563.0
425,404-6408992-6781106,1,4289,3,1,2,1,352.0
426,407-9345273-2408359,1,3799,3,1,2,1,376.0
427,408-0266080-9401113,1,1863,4,1,1,1,599.0
428,404-6096382-3389133,1,250,2,1,2,1,329.0
429,405-9737320-3923530,1,646,3,1,4,1,1133.0
430,402-7908398-5262750,1,8382,3,1,1,1,684.0
431,407-6861831-9368312,1,8889,1,1,3,0,0.0
432,406-4290163-4557960,1,3894,1,1,2,1,435.0
433,405-9000587-4386763,1,3936,3,1,2,1,399.0
434,405-9000587-4386763,1,4787,3,1,2,1,399.0
435,404-7760595-7490722,1,3936,1,1,2,1,399.0
436,403-8206114-6438765,1,7573,3,1,1,1,788.0
437,404-6734371-2217151,1,6926,2,1,1,1,549.0
438,403-9844758-9663515,1,612,3,1,1,1,654.0
439,408-6497115-2636366,1,8766,2,1,1,1,599.0
440,408-2311178-4563550,1,8670,3,1,1,1,874.0
441,171-7904830-1900363,1,6865,2,1,1,1,533.0
442,406-9476969-2801163,1,4789,3,1,2,1,399.0
443,403-2867551-8904322,1,2499,3,1,1,1,744.0
444,407-0133690-8157926,1,6790,3,1,2,1,499.0
445,404-7977517-7125147,1,4273,3,1,2,1,486.0
446,403-4009455-2766717,1,4797,3,1,2,1,399.0
447,408-8960391-6097167,1,5958,1,1,3,0,0.0
448,406-0361691-7797129,1,4416,2,1,2,1,362.0
449,408-9628391-5712365,1,6448,3,1,1,1,599.0
450,408-1587720-2667552,1,8580,3,1,1,1,597.0
451,171-5980259-5726757,1,1247,3,1,2,1,487.0
452,405-2266530-9531500,1,8404,2,1,1,1,563.0
453,408-3468189-1632369,1,5490,3,1,2,1,487.0
454,402-8199412-5613164,1,2687,3,1,4,1,1099.0
455,406-8049367-7383569,1,609,3,1,1,1,654.0
456,404-4084311-5014713,1,5596,3,1,2,1,329.0
457,405-4491602-9761902,1,2360,1,1,3,0,0.0
458,404-3973098-9107502,1,9023,3,1,4,1,1186.0
459,404-8364446-3952321,1,1495,3,1,1,1,588.0
460,408-4378624-3886712,1,6080,1,1,3,0,0.0
461,408-2058872-0942730,1,3468,3,1,2,1,329.0
462,408-2058872-0942730,1,3909,3,1,2,1,259.0
463,404-5141245-7726736,1,5999,3,1,2,1,487.0
464,405-5489495-6651552,1,8636,2,1,1,1,549.0
465,171-6816175-3049154,1,8727,3,1,1,1,626.0
466,402-1721558-6618710,1,2648,1,1,1,0,570.48
467,406-2138801-8731538,1,4167,2,1,2,1,319.0
468,407-1271803-1705135,1,1248,3,1,1,1,518.0
469,408-0666162-2209142,1,629,3,1,1,1,899.0
470,404-8344681-3468344,1,2481,3,1,1,1,807.0
471,405-5365766-8023559,1,2307,2,1,2,1,463.0
472,407-7312276-7007540,1,672,3,1,4,1,1140.0
473,407-6910434-1793162,1,6875,1,1,3,0,0.0
474,407-7361111-8973957,1,8957,3,1,4,1,1260.0
475,406-2349830-7633129,1,8646,3,1,1,1,909.0
476,404-0553710-6997951,1,6751,1,1,3,0,0.0
477,171-0355946-6502712,1,8256,3,1,1,1,788.0
478,405-5141255-1451535,1,6086,3,1,1,1,771.0
479,402-4712282-7084353,1,3939,3,1,2,1,399.0
